CountryData1,CountryData2,Result,Similarity,Similarities
Puerto Rico,Peru,False,75,"{'Algeria': 43, 'Brunei': 44, 'Cameroon': 43, 'Democratic Republic of the Congo': 48, 'Costa Rica': 62, 'Croatia': 43, 'Dominica': 43, 'East Timor': 47, 'Ecuador': 44, 'Equatorial Guinea': 42, 'Estonia': 43, 'Georgia': 43, 'Guinea': 44, 'North Korea': 42, 'South Korea': 42, 'Lesotho': 46, 'Liberia': 43, 'Luxembourg': 43, 'Mauritania': 42, 'Mauritius': 44, 'Mexico': 67, 'Federated States of Micronesia': 55, 'Monaco': 50, 'Morocco': 46, 'Nauru': 44, 'Niger': 44, 'Nigeria': 43, 'Niue': 57, 'North Macedonia': 45, 'Palau': 57, 'Palestine': 44, 'Peru': 75, 'Portugal': 46, 'Sahrawi Arab Democratic Republica': 45, 'South Africa': 48, 'Turkey': 44}"
Qatar,Qatar,True,100,{None}
Romania,Romania,True,100,{None}
Russia,Russia,True,100,{None}
Rwanda,Rwanda,True,100,{None}
Saint Barthelemy,Spain,False,89,"{'Afghanistan': 42, 'Albania': 43, 'Antigua and Barbuda': 44, 'Azerbaijan': 43, 'Bahamas': 43, 'Bahrain': 55, 'Belarus': 43, 'Belgium': 50, 'Belize': 55, 'Benin': 44, 'Brazil': 44, 'Brunei': 50, 'Chile': 60, 'China': 44, 'Croatia': 43, 'Denmark': 43, 'East Timor': 42, 'Eritrea': 43, 'Eswatini': 50, 'Finland': 43, 'Gabon': 44, 'Gambia': 44, 'Germany': 60, 'Ghana': 44, 'Greece': 50, 'Guatemala': 44, 'Guinea': 50, 'Haiti': 60, 'Hungary': 43, 'Iran': 50, 'Ireland': 43, 'Israel': 50, 'Italy': 44, 'Jamaica': 43, 'Japan': 44, 'Kenya': 50, 'North Korea': 42, 'South Korea': 42, 'Kuwait': 55, 'Latvia': 44, 'Malawi': 44, 'Mali': 57, 'Mauritania': 44, 'Mauritius': 43, 'Myanmar (Burma)': 43, 'Namibia': 43, 'Netherlands': 44, 'Northern Cyprusa': 42, 'Oman': 50, 'Pakistan': 50, 'Palestine': 46, 'Qatar': 60, 'Romania': 43, 'Sahrawi Arab Democratic Republica': 44, 'Saint Kitts and Nevis': 56, 'Saint Lucia': 74, 'Saint Vincent and the Grenadines': 55, 'Samoa': 57, 'San Marino': 63, 'Saudi Arabia': 50, 'Senegal': 44, 'Serbia': 50, 'Seychelles': 50, 'Singapore': 56, 'Slovakia': 55, 'Somalia': 60, 'Somalilanda': 53, 'South Sudan': 42, 'Spain': 89, 'Sri Lanka': 47, 'Sudan': 67, 'Suriname': 50, 'Switzerland': 42, 'Syria': 57, 'Taiwan': 60, 'Tajikistan': 44, 'Thailand': 50, 'Turkey': 44, 'Ukraine': 55, 'United States': 48, 'Vanuatu': 50, 'Vatican City': 47, 'Vietnam': 43, 'Yemen': 50, 'Zambia': 44}"
Saint Helena Ascension and Tristan da Cunha,Spain,False,89,"{'Afghanistan': 64, 'Albania': 43, 'Algeria': 43, 'Andorra': 43, 'Angola': 44, 'Antigua and Barbuda': 47, 'Argentina': 56, 'Armenia': 57, 'Australia': 44, 'Austria': 43, 'Azerbaijan': 43, 'Bahamas': 44, 'Bahrain': 55, 'Belarus': 43, 'Belize': 50, 'Benin': 60, 'Bhutan': 50, 'Bosnia and Herzegovina': 50, 'Botswana': 50, 'Brazil': 44, 'Burkina Faso': 42, 'Burundi': 43, 'Canada': 67, 'Central African Republic': 42, 'Chad': 67, 'China': 60, 'Christmas Island': 52, 'Cook Islands': 50, 'Costa Rica': 50, 'Croatia': 43, 'Cuba': 50, 'Denmark': 43, 'Ecuador': 43, 'Equatorial Guinea': 44, 'Eritrea': 57, 'Estonia': 57, 'Eswatini': 50, 'Finland': 71, 'France': 50, 'Gabon': 44, 'Gambia': 44, 'Georgia': 43, 'Germany': 43, 'Ghana': 60, 'Grenada': 43, 'Guatemala': 44, 'Guinea': 60, 'Guyana': 60, 'Haiti': 60, 'Honduras': 50, 'Hungary': 55, 'Iceland': 43, 'India': 60, 'Indonesia': 44, 'Iran': 50, 'Ireland': 43, 'Japan': 44, 'Jordan': 50, 'Kenya': 60, 'South Korea': 42, 'Kosovoa': 43, 'Kuwait': 55, 'Kyrgyzstan': 50, 'Laos': 50, 'Latvia': 44, 'Lebanon': 57, 'Lesotho': 43, 'Liberia': 43, 'Liechtenstein': 54, 'Lithuania': 56, 'Malawi': 44, 'Maldives': 50, 'Mali': 57, 'Mauritania': 60, 'Mauritius': 44, 'Mexico': 50, 'Monaco': 50, 'Myanmar (Burma)': 46, 'Netherlands': 45, 'New Zealand': 45, 'Nigeria': 43, 'Northern Cyprusa': 45, 'Oman': 50, 'Pakistan': 62, 'Palestine': 47, 'Panama': 50, 'Papua New Guinea': 44, 'Poland': 67, 'Romania': 43, 'Russia': 50, 'Rwanda': 67, 'Saint Kitts and Nevis': 50, 'Saint Lucia': 71, 'Saint Vincent and the Grenadines': 57, 'Samoa': 57, 'San Marino': 57, 'São Tomé and Príncipe': 43, 'Saudi Arabia': 50, 'Senegal': 44, 'Serbia': 50, 'Sierra Leone': 45, 'Singapore': 47, 'Slovakia': 55, 'Slovenia': 50, 'Solomon Islands': 47, 'Somalia': 60, 'Somalilanda': 53, 'South Sudan': 45, 'Spain': 89, 'Sri Lanka': 56, 'Sudan': 67, 'Suriname': 50, 'Sweden': 50, 'Switzerland': 55, 'Syria': 60, 'Taiwan': 60, 'Tajikistan': 60, 'Thailand': 50, 'Tokelau': 43, 'Tonga': 60, 'Transnistriaa': 54, 'Trinidad and Tobago': 51, 'Tunisia': 57, 'Turkmenistan': 58, 'Uganda': 67, 'Ukraine': 57, 'United Kingdom and Crown dependencies etc.': 41, 'Uzbekistan': 50, 'Vanuatu': 50, 'Vatican City': 47, 'Venezuela': 44, 'Vietnam': 43, 'Yemen': 60, 'Zambia': 44}"
Saint Kitts and Nevis,Saint Kitts and Nevis,True,100,{None}
Saint Lucia,Saint Lucia,True,100,{None}
Saint Martin,Spain,False,89,"{'Afghanistan': 45, 'Albania': 43, 'Antigua and Barbuda': 45, 'Argentina': 62, 'Austria': 43, 'Azerbaijan': 43, 'Bahrain': 67, 'Benin': 57, 'Bhutan': 44, 'Brazil': 44, 'Bulgaria': 46, 'Cameroon': 46, 'Central African Republic': 42, 'China': 57, 'Christmas Island': 42, 'Cocos (Keeling) Islands': 42, 'Croatia': 55, 'Denmark': 43, 'East Timor': 42, 'Equatorial Guinea': 42, 'Eritrea': 43, 'Eswatini': 62, 'Finland': 44, 'Gabon': 44, 'Gambia': 44, 'Ghana': 44, 'Guinea': 50, 'Haiti': 60, 'Hungary': 43, 'Iran': 50, 'Jamaica': 43, 'Japan': 44, 'Kiribati': 50, 'South Korea': 42, 'Kuwait': 55, 'Kyrgyzstan': 43, 'Latvia': 55, 'Liechtenstein': 44, 'Lithuania': 44, 'Malawi': 50, 'Malaysia': 43, 'Maldives': 43, 'Mali': 57, 'Malta': 60, 'Sovereign Military Order of Maltaa': 50, 'Mauritania': 62, 'Mauritius': 67, 'Federated States of Micronesia': 50, 'Myanmar (Burma)': 42, 'Namibia': 43, 'North Macedonia': 42, 'Oman': 50, 'Pakistan': 50, 'Palestine': 57, 'Qatar': 60, 'Romania': 43, 'Sahrawi Arab Democratic Republica': 45, 'Saint Kitts and Nevis': 70, 'Saint Lucia': 74, 'Saint Vincent and the Grenadines': 76, 'Samoa': 57, 'San Marino': 74, 'São Tomé and Príncipe': 42, 'Saudi Arabia': 52, 'Senegal': 44, 'Serbia': 50, 'Singapore': 56, 'Slovakia': 55, 'Somalia': 60, 'Somalilanda': 53, 'South Africa': 45, 'South Ossetiaa': 42, 'South Sudan': 42, 'Spain': 89, 'Sri Lanka': 47, 'Sudan': 67, 'Suriname': 50, 'Switzerland': 42, 'Syria': 57, 'Taiwan': 60, 'Tajikistan': 44, 'Thailand': 50, 'Transnistriaa': 43, 'Trinidad and Tobago': 43, 'Turkmenistan': 47, 'Ukraine': 55, 'United Kingdom and Crown dependencies etc.': 45, 'United States': 44, 'Vanuatu': 50, 'Vatican City': 47, 'Vietnam': 44, 'Zambia': 44}"
Saint Pierre and Miquelon,Spain,False,89,"{'Albania': 43, 'Algeria': 43, 'Andorra': 43, 'Antigua and Barbuda': 47, 'Argentina': 44, 'Armenia': 43, 'Azerbaijan': 43, 'Bahrain': 55, 'Benin': 44, 'Bosnia and Herzegovina': 46, 'Brazil': 44, 'Burundi': 43, 'Cameroon': 50, 'Canada': 50, 'Chad': 50, 'China': 44, 'Croatia': 43, 'East Timor': 50, 'Eritrea': 57, 'Estonia': 44, 'Eswatini': 50, 'Finland': 43, 'France': 50, 'Gabon': 57, 'Gambia': 44, 'Georgia': 43, 'Germany': 57, 'Ghana': 44, 'Grenada': 57, 'Guatemala': 43, 'Haiti': 60, 'Iceland': 57, 'India': 60, 'Iran': 50, 'Iraq': 50, 'Ireland': 71, 'Japan': 44, 'Jordan': 50, 'Kenya': 44, 'North Korea': 45, 'South Korea': 45, 'Kuwait': 55, 'Latvia': 44, 'Lebanon': 55, 'Liberia': 57, 'Malawi': 44, 'Mali': 57, 'Sovereign Military Order of Maltaa': 47, 'Mauritania': 44, 'Mauritius': 47, 'Federated States of Micronesia': 44, 'Moldova': 43, 'Monaco': 50, 'Mozambique': 56, 'Namibia': 43, 'Nepal': 44, 'Netherlands': 45, 'New Zealand': 45, 'Niger': 60, 'Nigeria': 57, 'Niue': 75, 'North Macedonia': 42, 'Oman': 50, 'Pakistan': 50, 'Palestine': 46, 'Peru': 75, 'Poland': 50, 'Romania': 44, 'Rwanda': 50, 'Sahrawi Arab Democratic Republica': 43, 'Saint Kitts and Nevis': 65, 'Saint Lucia': 74, 'Saint Vincent and the Grenadines': 61, 'Samoa': 57, 'San Marino': 57, 'São Tomé and Príncipe': 47, 'Saudi Arabia': 50, 'Senegal': 44, 'Serbia': 50, 'Sierra Leone': 50, 'Singapore': 46, 'Slovakia': 55, 'Slovenia': 55, 'Somalia': 60, 'Somalilanda': 53, 'Spain': 89, 'Sri Lanka': 46, 'Sudan': 67, 'Suriname': 50, 'Switzerland': 55, 'Syria': 57, 'Taiwan': 60, 'Tajikistan': 43, 'Thailand': 50, 'Tonga': 57, 'Trinidad and Tobago': 44, 'Uganda': 50, 'Ukraine': 55, 'United Kingdom and Crown dependencies etc.': 45, 'Vanuatu': 50, 'Vatican City': 50, 'Venezuela': 44, 'Vietnam': 43, 'Yemen': 44, 'Zambia': 44}"
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,True,100,{None}
Samoa,Samoa,True,100,{None}
San Marino,San Marino,True,100,{None}
Sao Tome and Principe,São Tomé and Príncipe,False,86,"{'Albania': 43, 'Andorra': 43, 'Antigua and Barbuda': 41, 'Armenia': 43, 'Bahrain': 43, 'Belize': 44, 'Bosnia and Herzegovina': 47, 'Brunei': 50, 'Burundi': 43, 'Cameroon': 43, 'Canada': 50, 'Chad': 50, 'Chile': 50, 'Colombia': 50, 'Cook Islands': 50, 'Dominica': 43, 'Dominican Republic': 41, 'East Timor': 50, 'Ecuador': 43, 'El Salvador': 43, 'Eritrea': 43, 'Eswatini': 43, 'Fiji': 50, 'Finland': 43, 'France': 55, 'Gabon': 50, 'Germany': 43, 'Grenada': 43, 'Guinea': 50, 'Iceland': 57, 'Indonesia': 44, 'Iran': 50, 'Ireland': 57, 'Jordan': 50, 'North Korea': 48, 'South Korea': 57, 'Laos': 57, 'Lebanon': 43, 'Sovereign Military Order of Maltaa': 42, 'Mauritania': 50, 'Monaco': 44, 'New Zealand': 45, 'Niger': 50, 'Niue': 57, 'Norfolk Island': 46, 'Oman': 50, 'Palestine': 47, 'Peru': 50, 'Philippines': 53, 'Poland': 50, 'Romania': 57, 'Rwanda': 50, 'Saint Kitts and Nevis': 49, 'Saint Lucia': 47, 'Saint Vincent and the Grenadines': 50, 'Samoa': 75, 'San Marino': 60, 'São Tomé and Príncipe': 86, 'Saudi Arabia': 42, 'Senegal': 44, 'Serbia': 50, 'Sierra Leone': 50, 'Singapore': 53, 'Solomon Islands': 59, 'Somalia': 44, 'Somalilanda': 45, 'South Ossetiaa': 42, 'South Sudan': 45, 'Spain': 57, 'Sudan': 57, 'Suriname': 53, 'Syria': 57, 'Thailand': 50, 'Togo': 50, 'Tokelau': 57, 'Turkmenistan': 43, 'Uganda': 50, 'Ukraine': 57, 'United Kingdom and Crown dependencies etc.': 52, 'Yemen': 60}"
Saudi Arabia,Saudi Arabia,True,100,{None}
Senegal,Senegal,True,100,{None}
Serbia,Serbia,True,100,{None}
Seychelles,Seychelles,True,100,{None}
Sierra Leone,Sierra Leone,True,100,{None}
Singapore,Singapore,True,100,{None}
Sint Maarten,Spain,False,75,"{'Antigua and Barbuda': 45, 'Argentina': 46, 'Armenia': 55, 'Bahrain': 50, 'Benin': 57, 'Bhutan': 44, 'Bosnia and Herzegovina': 42, 'Burkina Faso': 42, 'Cameroon': 46, 'Canada': 50, 'China': 50, 'Christmas Island': 42, 'Cocos (Keeling) Islands': 42, 'Denmark': 44, 'El Salvador': 42, 'Eritrea': 55, 'Eswatini': 46, 'Finland': 43, 'Germany': 44, 'Grenada': 55, 'Guatemala': 43, 'Guinea': 50, 'Haiti': 44, 'Hungary': 43, 'Iceland': 44, 'Iran': 50, 'Ireland': 55, 'Kazakhstan': 50, 'Kenya': 57, 'South Korea': 45, 'Kyrgyzstan': 43, 'Lebanon': 44, 'Liechtenstein': 44, 'Lithuania': 47, 'Madagascar': 47, 'Malawi': 50, 'Mali': 50, 'Malta': 60, 'Sovereign Military Order of Maltaa': 50, 'Mauritania': 59, 'Mauritius': 50, 'Federated States of Micronesia': 42, 'Montenegro': 47, 'Myanmar (Burma)': 42, 'Netherlands': 43, 'New Zealand': 42, 'North Macedonia': 50, 'Pakistan': 46, 'Palestine': 43, 'Panama': 50, 'Qatar': 60, 'Saint Kitts and Nevis': 57, 'Saint Lucia': 67, 'Saint Vincent and the Grenadines': 58, 'San Marino': 63, 'Saudi Arabia': 50, 'Senegal': 44, 'Serbia': 50, 'Sierra Leone': 43, 'Singapore': 56, 'Somalia': 44, 'Somalilanda': 44, 'South Africa': 42, 'South Sudan': 44, 'Spain': 75, 'Sri Lanka': 59, 'Sudan': 50, 'Suriname': 55, 'Sweden': 50, 'Switzerland': 44, 'Syria': 57, 'Taiwan': 50, 'Tanzania': 43, 'Thailand': 43, 'Transnistriaa': 42, 'Trinidad and Tobago': 43, 'Turkmenistan': 47, 'United Arab Emirates': 44, 'United Kingdom and Crown dependencies etc.': 42, 'United States': 56, 'Vanuatu': 46, 'Vietnam': 44, 'Yemen': 57}"
Slovakia,Slovakia,True,100,{None}
Slovenia,Slovenia,True,100,{None}
Solomon Islands,Solomon Islands,True,100,{None}
Somalia,Somalia,True,100,{None}
South Africa,South Africa,True,100,{None}
South Sudan,South Sudan,True,100,{None}
Spain,Spain,True,100,{None}
Sri Lanka,Sri Lanka,True,100,{None}
Sudan,South Sudan,True,100,{None}
Suriname,Suriname,True,100,{None}
Svalbard,El Salvador,False,62,"{'Albania': 50, 'Antigua and Barbuda': 43, 'Australia': 50, 'Bangladesh': 53, 'Barbados': 57, 'Belarus': 50, 'Bulgaria': 46, 'Burundi': 44, 'Cambodia': 43, 'Canada': 50, 'Chad': 57, 'Christmas Island': 50, 'Cocos (Keeling) Islands': 46, 'Colombia': 46, 'Cook Islands': 46, 'Cuba': 50, 'El Salvador': 62, 'Finland': 50, 'Gambia': 50, 'Grenada': 44, 'Guatemala': 55, 'Iceland': 50, 'Ireland': 50, 'Italy': 44, 'Jordan': 50, 'Latvia': 44, 'Libya': 44, 'Madagascar': 46, 'Malawi': 50, 'Malaysia': 50, 'Maldives': 50, 'Mali': 50, 'Malta': 60, 'Sovereign Military Order of Maltaa': 46, 'Marshall Islands': 46, 'Namibia': 46, 'Nauru': 50, 'Nepal': 44, 'Netherlands': 46, 'New Zealand': 62, 'Norfolk Island': 50, 'Palau': 60, 'Poland': 55, 'Qatar': 60, 'Rwanda': 44, 'Sahrawi Arab Democratic Republica': 50, 'Samoa': 50, 'San Marino': 53, 'Saudi Arabia': 50, 'Senegal': 55, 'Serbia': 50, 'Slovakia': 57, 'Slovenia': 55, 'Solomon Islands': 46, 'Somalia': 62, 'Somalilanda': 50, 'Spain': 50, 'Sudan': 50, 'Switzerland': 50, 'Syria': 50, 'Thailand': 57, 'Tuvalu': 60, 'Uganda': 44, 'Zambia': 50}"
Sweden,Sweden,True,100,{None}
Switzerland,Switzerland,True,100,{None}
Syria,Syria,True,100,{None}
Taiwan,Taiwan,True,100,{None}
Tajikistan,Tajikistan,True,100,{None}
Tanzania,Tanzania,True,100,{None}
Thailand,Thailand,True,100,{None}
Timor-Leste,East Timor,False,67,"{'Comoros': 57, 'Democratic Republic of the Congo': 45, 'East Timor': 67, 'Eritrea': 44, 'Israel': 44, 'Ivory Coast': 42, 'North Korea': 42, 'Laos': 50, 'Lesotho': 67, 'Liechtenstein': 45, 'Northern Cyprusa': 47, 'Palestine': 62, 'Sahrawi Arab Democratic Republica': 45, 'Samoa': 44, 'Sierra Leone': 45, 'Singapore': 47, 'Taiwan': 50, 'Togo': 50, 'Tonga': 44, 'Tunisia': 44, 'Turkmenistan': 48, 'United Arab Emirates': 47, 'United Kingdom and Crown dependencies etc.': 42, 'Uzbekistan': 43, 'Yemen': 44}"
Togo,Togo,True,100,{None}
Tokelau,Tokelau,True,100,{None}
Tonga,Tonga,True,100,{None}
Trinidad and Tobago,Trinidad and Tobago,True,100,{None}
Tunisia,Tunisia,True,100,{None}
Turkey (Turkiye),Turkey,True,100,{None}
Turkmenistan,Turkmenistan,True,100,{None}
Turks and Caicos Islands,Cook Islands,False,82,"{'Afghanistan': 45, 'Albania': 50, 'Andorra': 43, 'Antigua and Barbuda': 45, 'Austria': 43, 'Bahrain': 43, 'Bangladesh': 57, 'Barbados': 50, 'Belarus': 50, 'Bolivia': 43, 'Bosnia and Herzegovina': 41, 'Botswana': 50, 'Burkina Faso': 53, 'Burundi': 43, 'Canada': 67, 'Chad': 50, 'Christmas Island': 67, 'Cocos (Keeling) Islands': 65, 'Comoros': 43, 'Cook Islands': 82, 'Costa Rica': 50, 'Croatia': 43, 'Cuba': 50, 'El Salvador': 42, 'Eswatini': 43, 'Finland': 67, 'France': 50, 'Gabon': 44, 'Germany': 43, 'Ghana': 44, 'Grenada': 43, 'Guyana': 50, 'Honduras': 55, 'Iceland': 71, 'India': 60, 'Indonesia': 50, 'Iran': 50, 'Iraq': 50, 'Ireland': 71, 'Israel': 50, 'Jamaica': 43, 'Japan': 44, 'Jordan': 50, 'Kazakhstan': 44, 'Kosovoa': 43, 'Kyrgyzstan': 44, 'Laos': 50, 'Madagascar': 43, 'Malaysia': 46, 'Maldives': 50, 'Mali': 50, 'Marshall Islands': 72, 'Mauritania': 44, 'Mauritius': 43, 'Mexico': 50, 'Federated States of Micronesia': 42, 'Moldova': 43, 'Monaco': 50, 'Nauru': 50, 'Netherlands': 62, 'New Zealand': 53, 'Norfolk Island': 67, 'Oman': 50, 'Pakistan': 50, 'Panama': 50, 'Poland': 73, 'Romania': 43, 'Russia': 50, 'Rwanda': 67, 'Saint Kitts and Nevis': 51, 'Saint Vincent and the Grenadines': 44, 'San Marino': 60, 'São Tomé and Príncipe': 41, 'Saudi Arabia': 42, 'Solomon Islands': 72, 'Somalia': 43, 'Somalilanda': 50, 'South Sudan': 42, 'Spain': 44, 'Sri Lanka': 47, 'Sudan': 44, 'Switzerland': 50, 'Tajikistan': 56, 'Tanzania': 50, 'Thailand': 62, 'Tokelau': 44, 'Trinidad and Tobago': 53, 'Tunisia': 57, 'Turkey': 80, 'Turkmenistan': 70, 'Tuvalu': 50, 'Uganda': 67, 'Ukraine': 43, 'United Kingdom and Crown dependencies etc.': 46, 'Uzbekistan': 44, 'Vanuatu': 43, 'Vatican City': 42}"
Tuvalu,Tuvalu,True,100,{None}
Uganda,Uganda,True,100,{None}
Ukraine,Ukraine,True,100,{None}
United Arab Emirates,United Arab Emirates,True,100,{None}
United Kingdom,United Kingdom and Crown dependencies etc.,True,100,{None}
United States,United States,True,100,{None}
Uruguay,Uruguay,True,100,{None}
Uzbekistan,Uzbekistan,True,100,{None}
Vanuatu,Vanuatu,True,100,{None}
Venezuela,Venezuela,True,100,{None}
Vietnam,Vietnam,True,100,{None}
Virgin Islands,Cook Islands,False,80,"{'Afghanistan': 45, 'Albania': 50, 'Angola': 50, 'Antigua and Barbuda': 48, 'Argentina': 56, 'Bahrain': 46, 'Bangladesh': 57, 'Barbados': 50, 'Belarus': 50, 'Bosnia and Herzegovina': 43, 'Botswana': 43, 'Burkina Faso': 50, 'Canada': 60, 'Chad': 50, 'Christmas Island': 67, 'Cocos (Keeling) Islands': 77, 'Cook Islands': 80, 'El Salvador': 42, 'Eswatini': 43, 'Fiji': 50, 'Finland': 67, 'Gabon': 44, 'Georgia': 50, 'Ghana': 44, 'Honduras': 55, 'Iceland': 71, 'India': 50, 'Indonesia': 50, 'Iran': 50, 'Iraq': 50, 'Ireland': 71, 'Israel': 50, 'Japan': 44, 'Kiribati': 46, 'Kyrgyzstan': 50, 'Laos': 50, 'Liberia': 50, 'Madagascar': 43, 'Malaysia': 46, 'Maldives': 50, 'Sovereign Military Order of Maltaa': 43, 'Marshall Islands': 73, 'Federated States of Micronesia': 43, 'Netherlands': 62, 'New Zealand': 53, 'Nicaragua': 46, 'Niger': 50, 'Nigeria': 50, 'Norfolk Island': 67, 'Northern Cyprusa': 42, 'Oman': 50, 'Pakistan': 50, 'Poland': 73, 'Rwanda': 60, 'Saint Kitts and Nevis': 50, 'Saint Vincent and the Grenadines': 50, 'San Marino': 42, 'Solomon Islands': 78, 'Somalilanda': 50, 'Spain': 44, 'Sri Lanka': 44, 'Sudan': 44, 'Suriname': 43, 'Switzerland': 50, 'Thailand': 62, 'Trinidad and Tobago': 54, 'Tunisia': 43, 'Turkmenistan': 42, 'Uganda': 60, 'Ukraine': 46, 'United Kingdom and Crown dependencies etc.': 43, 'Vatican City': 42, 'Vietnam': 46}"
Wallis and Futuna,Mali,False,75,"{'Afghanistan': 50, 'Albania': 44, 'Algeria': 43, 'Andorra': 44, 'Angola': 50, 'Antigua and Barbuda': 53, 'Argentina': 46, 'Armenia': 44, 'Australia': 47, 'Austria': 50, 'Azerbaijan': 42, 'Bhutan': 55, 'Bolivia': 43, 'Bosnia and Herzegovina': 47, 'Botswana': 50, 'Brazil': 44, 'Brunei': 44, 'Burundi': 50, 'Canada': 50, 'Central African Republic': 41, 'Chad': 50, 'China': 57, 'Christmas Island': 46, 'Croatia': 43, 'Cuba': 57, 'Denmark': 44, 'Equatorial Guinea': 46, 'Estonia': 55, 'Finland': 57, 'Ghana': 57, 'Grenada': 44, 'Guatemala': 43, 'Guinea': 67, 'Guyana': 67, 'Hungary': 60, 'Iceland': 57, 'India': 57, 'Indonesia': 44, 'Iran': 50, 'Ireland': 57, 'Israel': 44, 'Italy': 50, 'Jamaica': 43, 'Kazakhstan': 42, 'Kenya': 57, 'Kuwait': 44, 'Lithuania': 62, 'Malawi': 55, 'Malaysia': 50, 'Maldives': 57, 'Mali': 75, 'Malta': 50, 'Marshall Islands': 54, 'Mauritania': 53, 'Mauritius': 44, 'Monaco': 50, 'Namibia': 43, 'Nepal': 50, 'New Zealand': 48, 'Norfolk Island': 42, 'Oman': 50, 'Pakistan': 62, 'Palau': 50, 'Palestine': 44, 'Panama': 50, 'Poland': 50, 'Portugal': 50, 'Qatar': 44, 'Romania': 44, 'Russia': 44, 'Rwanda': 50, 'Saint Kitts and Nevis': 48, 'Saint Lucia': 48, 'Saint Vincent and the Grenadines': 47, 'San Marino': 42, 'Senegal': 44, 'Somalia': 57, 'Somalilanda': 57, 'South Sudan': 50, 'Sri Lanka': 44, 'Sudan': 50, 'Suriname': 55, 'Taiwan': 50, 'Tajikistan': 53, 'Thailand': 50, 'Tonga': 57, 'Trinidad and Tobago': 47, 'Tunisia': 60, 'Tuvalu': 44, 'Uganda': 50, 'United Kingdom and Crown dependencies etc.': 41, 'United States': 45, 'Uruguay': 50, 'Uzbekistan': 42, 'Vanuatu': 57, 'Vatican City': 43, 'Vietnam': 55}"
West Bank,Afghanistan,False,62,"{'Afghanistan': 62, 'Antigua and Barbuda': 44, 'Artsakha': 43, 'Austria': 43, 'Bahrain': 55, 'Bangladesh': 50, 'Benin': 44, 'Bhutan': 60, 'Bosnia and Herzegovina': 44, 'Botswana': 50, 'Canada': 44, 'Christmas Island': 47, 'Costa Rica': 47, 'Denmark': 44, 'East Timor': 43, 'Estonia': 43, 'France': 44, 'Gabon': 50, 'Germany': 43, 'Ghana': 50, 'Guyana': 44, 'Iceland': 43, 'Indonesia': 46, 'Iran': 57, 'Ireland': 43, 'Japan': 50, 'Jordan': 44, 'Kazakhstan': 62, 'Kyrgyzstan': 62, 'Lebanon': 43, 'Lesotho': 55, 'Liechtenstein': 50, 'Mauritania': 43, 'Federated States of Micronesia': 46, 'Netherlands': 44, 'New Zealand': 44, 'Norfolk Island': 43, 'Oman': 57, 'Pakistan': 53, 'Palestine': 53, 'Panama': 44, 'Poland': 44, 'Rwanda': 44, 'Saint Kitts and Nevis': 44, 'Saint Vincent and the Grenadines': 56, 'South Ossetiaa': 43, 'South Sudan': 47, 'Spain': 50, 'Sri Lanka': 57, 'Sudan': 50, 'Taiwan': 44, 'Tajikistan': 62, 'Turkmenistan': 62, 'Uganda': 44, 'Uzbekistan': 62, 'Vietnam': 43}"
World,Jordan,False,67,"{'Andorra': 44, 'Angola': 50, 'Bolivia': 50, 'Cambodia': 44, 'Cape Verde': 50, 'Christmas Island': 44, 'Colombia': 50, 'Comoros': 44, 'East Timor': 57, 'Ecuador': 57, 'El Salvador': 57, 'Equatorial Guinea': 60, 'Finland': 44, 'Georgia': 44, 'Honduras': 44, 'Iceland': 44, 'Ireland': 44, 'Israel': 44, 'Ivory Coast': 44, 'Jordan': 67, 'North Korea': 50, 'South Korea': 44, 'Luxembourg': 44, 'Maldives': 44, 'Moldova': 67, 'Mongolia': 44, 'Morocco': 50, 'Netherlands': 60, 'New Zealand': 44, 'Norfolk Island': 60, 'North Macedonia': 50, 'Northern Cyprusa': 50, 'Norway': 50, 'Poland': 60, 'Portugal': 50, 'Singapore': 50, 'Solomon Islands': 50, 'Switzerland': 60, 'Thailand': 44}"
Yemen,Yemen,True,100,{None}
Zambia,Zambia,True,100,{None}
Zimbabwe,Zimbabwe,True,100,{None}
